product_name,category_large,category_medium,item_type,grocery_item_name,brand_name
[굽네] 닭가슴살 생야채 물만두,간편식,냉동식품,FROZEN_MEAL,닭가슴살 물만두,굽네
[로로멜로] 아이스 생초콜릿,간식류,초콜릿/사탕,SNACK,생초콜릿,로로멜로
버메스터 화이트 포트,술,와인,ALCOHOL,화이트 와인,버메스터
[끌레도르]더단백바,간식류,과자/스낵,SNACK,더단백바,끌레도르
[Sea to Table] 손질 빅사이즈 새우,수산물,새우/게,RAW_SEAFOOD,손질 새우,Sea to Table
[드시모네] 키즈 스텝1 딸기향 유산균,기타,기타,UNKNOWN,유산균,드시모네
[닥터브라이언] 슈퍼브레인 PS&징코 800 플러스 세트,기타,기타,UNKNOWN,세트,닥터브라이언
[Perfect Cut] 우대꽃갈비 스테이크,간편식,냉동식품,FROZEN_MEAL,우대갈비 스테이크,Perfect Cut
[룸모] 유기농 통밀 파스타면,채소/곡물류,쌀/잡곡,GRAIN,파스타면,룸모
[램테이블] 호주산 양고기 골라담기,육류/계란,양고기,RAW_MEAT,양고기,램테이블
더글렌그란트 25년,술,기타 주류,ALCOHOL,위스키,더글렌그란트
[대학두유] 대학약콩 (약콩두유),유제품,우유/두유,DAIRY,두유,대학두유
[남양] 맛있는우유 GT,유제품,우유/두유,DAIRY,우유,남양
[룩트] 아이슬란딕 요거트 띠크,유제품,요거트,DAIRY,요거트,룩트
[드립핑크] 커피 드립백,음료,커피/차,BEVERAGE,커피 드립백,드립핑크
[난축맛돈] 뼈등심 구이용,육류/계란,돼지고기,RAW_MEAT,뼈등심,난축맛돈
맥카시스6년,술,기타 주류,ALCOHOL,위스키,
인드리캐스크스트렝스,술,기타 주류,ALCOHOL,위스키,
[건강한우리집비옴] 생 아몬드 분말,과일/견과류,견과류,RAW_FRUIT,아몬드 분말,건강한우리집비옴
세키하라준마이,술,기타 주류,ALCOHOL,사케,
[도량] 철가방요리사 임태훈 셰프의 짬뽕,간편식,밀키트,RTC_MEAL,짬뽕,도량
[디 바르베로] 옐로우 틴케이스 잔두야 초콜릿,간식류,초콜릿/사탕,SNACK,잔두야 초콜릿,디 바르베로
츠카사보탄야마유즈,술,기타 주류,ALCOHOL,사케,
[네니아] 우리밀 냉동 우동면,간편식,냉동식품,FROZEN_MEAL,냉동 우동면,네니아
[HBAF] 먼투썬 하루견과 퍼플,기타,기타,UNKNOWN,퍼플,HBAF
[그냥부엌] 더바삭 치즈감자채전,유제품,치즈,DAIRY,치즈감자채전,그냥부엌
[KF365] 호주산 소고기 척아이롤 구이용 (냉장),육류/계란,소고기,RAW_MEAT,구이,KF365
[매일유업] 바이오 요거트 딸기,유제품,요거트,DAIRY,딸기,매일유업
[덴프스] 덴마크 유산균이야기,조미료,가루분말,SAUCE_SEASONING,유산균이야기,덴프스
[나뚜루] 더 그린티 에디션,기타,기타,UNKNOWN,에디션,나뚜루
듀어스더블더블27년,기타,기타,UNKNOWN,듀어스더블더블27년,
[마마리] 시래기 된장국,기타,기타,UNKNOWN,된장국,마마리
[녹색한우] 무항생제 1+ 한우 등심 구이용 (냉장),기타,기타,UNKNOWN,등심,녹색한우
[마이셰프] 소고기 샤브샤브 밀키트,육류/계란,소고기,RAW_MEAT,샤브샤브,마이셰프
[나뚜루] newness 파인트,채소/곡물류,채소,RAW_PRODUCE,파인트,나뚜루
[Kim's butcher] 미국산 초이스 살치살 스테이크,간편식,밀키트,RTC_MEAL,살치살,Kim's butcher
[KF365] 1등급 닭 안심살 (냉장),기타,기타,UNKNOWN,안심,KF365
[더찹샵] 올리브 로프,기타,기타,UNKNOWN,올리브유,더찹샵
[김구원선생] 국산콩으로 만든 마파두부,채소/곡물류,콩/두부,SIMPLE_PROCESSED,마파두부,김구원선생
[Picard] 노르망디 타르트,기타,기타,UNKNOWN,타르트,Picard
[고트델리] 머쉬룸 고트피자,기타,기타,UNKNOWN,고트피자,고트델리
[농협] [25년산 햇곡] 강원 신림농협 국산 적두,기타,기타,UNKNOWN,적두,농협
[KF365] 1+등급 무항생제 특란,기타,기타,UNKNOWN,계란,KF365
햐쿠모쿠 Alt.3,기타,기타,UNKNOWN,Alt.3,햐쿠모쿠
[고래사] 인기 어묵 & 간편식 선물세트 (냉동),기타,기타,UNKNOWN,식,고래사
롱보드,기타,기타,UNKNOWN,롱보드,
[강창구찹쌀진순대] 진전통순대,기타,기타,UNKNOWN,기타 주류,강창구찹쌀진순대
[고래사] 꼬치어묵전골&유부주머니 (캠핑용),기타,기타,UNKNOWN,꼬치어묵전골&유부주머니,고래사
[강녕] 꿀스틱 선물세트,기타,기타,UNKNOWN,꿀스틱,강녕
[맥파이앤타이거] 말차,채소/곡물류,채소,RAW_PRODUCE,말차,맥파이앤타이거
[마즈] 이클립스,기타,기타,UNKNOWN,이클립스,마즈
[ardo] 냉동 컷그린빈,기타,기타,UNKNOWN,컷그린빈,ardo
[김소형원방] 흑염소진액 1++,기타,기타,UNKNOWN,기타 주류,김소형원방
음스탠다드 입,기타,기타,UNKNOWN,입,음스탠다드
[굽네] 닭가슴살 생야채 물만두,간편식,냉동식품,FROZEN_MEAL,물만두,굽네
[더리얼] 한입 찐 강낭콩,기타,기타,UNKNOWN,강낭콩,더리얼
케이류준마이실프라,술,전통주,ALCOHOL,케이류준마이실프라,
[CJ] 진한 들깨칼국수,기타,기타,UNKNOWN,기타 주류,CJ
[락티브] 베베&키즈 아연 면역젤리,기타,기타,UNKNOWN,면역젤리,락티브
[니아르] 글로우틴 석류맛,기타,기타,UNKNOWN,석류맛,니아르
팔첼리아마로네,기타,기타,UNKNOWN,팔첼리아마로네,
[귤로장생] 제주 감귤 (비가림),기타,기타,UNKNOWN,감귤,귤로장생
[Biscuiterie de Provence] [밀가루] 아몬드&초콜릿 케이크,간식류,디저트/케이크,BAKERY,케이크,Biscuiterie de Provence
생감귤하이볼500,기타,기타,UNKNOWN,생감귤하이볼500,
[드시모네] 베이비 스텝1 유산균,조미료,가루분말,SAUCE_SEASONING,유산균,드시모네
[매일] 우유속에 코코아 락토프리,유제품,우유/두유,DAIRY,락토프리,매일
[드시모네] 프리미엄 플러스,기타,기타,UNKNOWN,플러스,드시모네
불독코파글라스패키지,채소/곡물류,채소,RAW_PRODUCE,불독코파글라스패키지,
세냐 20 (와인),술,와인,ALCOHOL,기타 주류,세냐
[동원] 양반 진국 사골곰탕,기타,기타,UNKNOWN,기타 주류,동원
[마스터바이옴] 지노마스터,기타,기타,UNKNOWN,지노마스터,마스터바이옴
[농협] 쌀전병,기타,기타,UNKNOWN,쌀전병,농협
메나쥬미드레드,기타,기타,UNKNOWN,메나쥬미드레드,
라피스 루나 진판델,기타,기타,UNKNOWN,레드 와인,라피스
[김정환홍삼] 홍삼 쌍화,음료,주스,BEVERAGE,쌍화,김정환홍삼
[26년 설] 조니워커더블블랙700,기타,기타,UNKNOWN,조니워커더블블랙700,26년 설
[GC녹십자웰빙] PNT 비오틴 맥스 5000,기타,기타,UNKNOWN,5000,GC녹십자웰빙
[까사스 디 후알도] 아르베끼나 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,까사스 디 후알도
오카네금사케,술,전통주,ALCOHOL,사케,
[감코리아] 곶감 쏙 디저트 샘플러,간식류,디저트/케이크,BAKERY,샘플러,감코리아
[KINU] 핑크퐁 키즈 이뮨 젤리,기타,기타,UNKNOWN,젤리,KINU
[립톤] 밀크티,기타,기타,UNKNOWN,밀크티,립톤
[맛꾼푸드] 아이스 엿구마,기타,기타,UNKNOWN,엿구마,맛꾼푸드
[KF365] 한돈 앞다리 수육용 ~(냉장),기타,기타,UNKNOWN,앞다리,KF365
오모로 10년,기타,기타,UNKNOWN,10년,오모로
[Kim's butcher] 돌돌말이 대패 삼겹살 (냉동),육류/계란,돼지고기,RAW_MEAT,냉동 삼겹살,Kim's butcher
[그래인스 쿠키] 콜렉션,기타,기타,UNKNOWN,콜렉션,그래인스 쿠키
[까르미아노] 롱 파스타면,간편식,밀키트,RTC_MEAL,파스타,까르미아노
[덴마크] 떠먹는 포스트바이오틱스 딸기 요거트,유제품,요거트,DAIRY,요거트,덴마크
[더 더치] 스페셜 위스키 치즈,술,기타 주류,ALCOHOL,기타 주류,더 더치
[네이처메이드] 액티브 데일리 멀티 포 우먼,기타,기타,UNKNOWN,우먼,네이처메이드
[도드람한돈] 미트공방 비엔나 소시지,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,소시지,도드람한돈
[26년 설] 러셀리저브10년,기타,기타,UNKNOWN,러셀리저브10년,26년 설
[레인코스트] 크리스프 크래커,기타,기타,UNKNOWN,크래커,레인코스트
[Kim's butcher] 호주산 프렌치랙 (냉동),기타,기타,UNKNOWN,프렌치랙,Kim's butcher
[데일리] 데일리구미 제로슈가 파우치 (유산균,조미료,가루분말,SAUCE_SEASONING,(유산균,데일리
[라이틀리] 곤약치아바타,기타,기타,UNKNOWN,곤약치아바타,라이틀리
[대상웰라이프] 헤이N 유기농 푸룬즙,기타,기타,UNKNOWN,푸룬즙,대상웰라이프
[SOUPER] 송이송이 트러플 비스크,기타,기타,UNKNOWN,비스크,SOUPER
[1등급 한우] 잡채용 (냉장),기타,기타,UNKNOWN,잡채용,1등급 한우
와일드터키마스터스,기타,기타,UNKNOWN,와일드터키마스터스,
[동병상련] 전통 프리미엄 떡국떡,기타,기타,UNKNOWN,떡국떡,동병상련
[고래사] 어묵탕 한그릇,기타,기타,UNKNOWN,한그릇,고래사
조니워커블론드,기타,기타,UNKNOWN,조니워커블론드,
[고기반찬] 춘천식 양념닭갈비,조미료,양념/소스,SAUCE_SEASONING,갈비,고기반찬
[담터] 발아 현미 쑥차,기타,기타,UNKNOWN,쑥차,담터
월계관준마이다이긴죠,술,전통주,ALCOHOL,월계관준마이다이긴죠,
ELEM아이러브아일라,기타,기타,UNKNOWN,ELEM아이러브아일라,
[둥구나무] 통들깨 묵은지 들기름지짐,조미료,식용유/기름,SAUCE_SEASONING,들기름지짐,둥구나무
[가보팜스] 프리미엄 아카시아꿀,기타,기타,UNKNOWN,아카시아꿀,가보팜스
[권영원 소담정찬] 궁채장아찌,기타,기타,UNKNOWN,궁채장아찌,권영원 소담정찬
토카이푸르민트,기타,기타,UNKNOWN,토카이푸르민트,
주라12년,기타,기타,UNKNOWN,주라12년,
[설 선물] 판티니 에디찌오네 콜렉션+자페라노 와인잔 2P (와인),술,와인,ALCOHOL,기타 주류,설 선물
[김구원선생] 국산 두부로 만든 두부곤약 우동,채소/곡물류,콩/두부,SIMPLE_PROCESSED,우동,김구원선생
호세쿠엘보플라티노,기타,기타,UNKNOWN,호세쿠엘보플라티노,
[롯데칠성] 오트몬드 오리지날,기타,기타,UNKNOWN,오리지날,롯데칠성
[레인저스벨리] 호주산 흑소 MB3+ 본갈비살,기타,기타,UNKNOWN,갈비,레인저스벨리
[더본푸드] 놀부가 반해버린 쌀뻥,기타,기타,UNKNOWN,쌀뻥,더본푸드
[마즈] 이클립스 베스트믹스,기타,기타,UNKNOWN,베스트믹스,마즈
스코티시 리더 슈프림,기타,기타,UNKNOWN,슈프림,스코티시
[넛츠그린] 저당 저칼로리 딸기잼,과일/견과류,과일,RAW_FRUIT,딸기잼,넛츠그린
[맥케인] 케이준 후라이,기타,기타,UNKNOWN,후라이,맥케인
[기라델리] 녹여쓰는 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,기라델리
[매일유업] 바이오 요거트,유제품,요거트,DAIRY,요거트,매일유업
인트리가막시마,기타,기타,UNKNOWN,인트리가막시마,
[디 바르베로] 그린 틴케이스 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,디 바르베로
[로컬스톡] 유기농 잡곡,채소/곡물류,쌀/잡곡,GRAIN,잡곡,로컬스톡
[그레타] 허브 크래커,조미료,향신료/허브,SAUCE_SEASONING,크래커,그레타
[매일] 우유속에 코코아 락토프리,유제품,우유/두유,DAIRY,락토프리,매일
[런던베이글뮤지엄] 베이글 & 크림치즈,유제품,치즈,DAIRY,크림치즈,런던베이글뮤지엄
오프리리저브화이트,기타,기타,UNKNOWN,오프리리저브화이트,
[경주천년한우] 1++ 한우 불고기용 (냉장),기타,기타,UNKNOWN,불고기,경주천년한우
[고메] 바삭탱글한 칠리새우,수산물,새우/게,RAW_SEAFOOD,칠리새우,고메
도멘생미셸로제,기타,기타,UNKNOWN,스파클링 와인,
[맛의명태자] 냉장 명란,기타,기타,UNKNOWN,명란,맛의명태자
크레스만보르도레드,기타,기타,UNKNOWN,크레스만보르도레드,
[디벨라] 통밀 파스타,간편식,밀키트,RTC_MEAL,파스타,디벨라
[농협] 우리쌀 통가래떡,기타,기타,UNKNOWN,통가래떡,농협
[대한제일미] 시월미소미 쌀,기타,기타,UNKNOWN,쌀,대한제일미
[동화약품] 부채표 까스활,기타,기타,UNKNOWN,까스활,동화약품
[고래사] 야채가득 사각어묵,기타,기타,UNKNOWN,사각어묵,고래사
[로카] 네덜란드 전통 치즈 크래커,유제품,치즈,DAIRY,크래커,로카
[광동] 컬처렐 키즈패킷 선물세트,기타,기타,UNKNOWN,키즈패킷,광동
[롯데] 크런키 더블크런치바 미니 스트로베리 & 바나나,과일/견과류,과일,RAW_FRUIT,바나나,롯데
칸티핑크블라썸,기타,기타,UNKNOWN,칸티핑크블라썸,
[디나닥스] 디나닥스 에너지,기타,기타,UNKNOWN,에너지,디나닥스
건파우더진오렌지,채소/곡물류,채소,RAW_PRODUCE,기타 주류,
[네이처오다] 달칩 초코샌드,기타,기타,UNKNOWN,초코샌드,네이처오다
[뉴트리코어] 멀티비타민미네랄 이뮨샷,조미료,가루분말,SAUCE_SEASONING,이뮨샷,뉴트리코어
크레스만보르도레드,기타,기타,UNKNOWN,크레스만보르도레드,
[룩트] 아이슬란딕 요거트볼,유제품,요거트,DAIRY,요거트볼,룩트
[레디큐] 숙취해소 드링크 플러스,기타,기타,UNKNOWN,플러스,레디큐
[맛의고수] 황금호박고구마스틱 곱빼기,채소/곡물류,채소,RAW_PRODUCE,곱빼기,맛의고수
[Kim's butcher] 미국산 소고기 샤브샤브용 (냉동),육류/계란,소고기,RAW_MEAT,냉동 샤브샤브,Kim's butcher
[대상웰라이프] 뉴케어 올프로틴 버라이어티팩,조미료,가루분말,SAUCE_SEASONING,버라이어티팩,대상웰라이프
[그리스 프리미엄 쿠키] 쿠라비에 화이트 스노우 초코 & 아몬드,기타,기타,UNKNOWN,아몬드,그리스 프리미엄 쿠키
[농심] 짜왕,기타,기타,UNKNOWN,짜왕,농심
[덕화명란] MSC인증 한끼 한포 명란,기타,기타,UNKNOWN,명란,덕화명란
[라라스윗] 저당 쭈쭈바,기타,기타,UNKNOWN,쭈쭈바,라라스윗
[르 와플] 길거리 와플,기타,기타,UNKNOWN,와플,르 와플
[김구원선생] 두부 콩나물국,채소/곡물류,콩/두부,SIMPLE_PROCESSED,콩나물국,김구원선생
코맨더보드카+진,기타,기타,UNKNOWN,기타 주류,
[대상웰라이프] 마이밀 뉴프로틴 산양유 단백질,조미료,가루분말,SAUCE_SEASONING,단백질,대상웰라이프
[TV홈쇼핑정품 인포벨]선유가 오세경어부 싱싱두툼 완도 매생이 톡 세척 동결건조 블록 떡국 죽 건매생이 소포장,기타,기타,UNKNOWN,소포장,TV홈쇼핑정품 인포벨
[다담] 상온 양념,조미료,양념/소스,SAUCE_SEASONING,양념,다담
[기장물산] 비빔밥용 해초샐러드,채소/곡물류,채소,RAW_PRODUCE,해초샐러드,기장물산
토쿠베츠혼죠조키쥬로,기타,기타,UNKNOWN,토쿠베츠혼죠조키쥬로,
비네암 샤또 보르도,기타,기타,UNKNOWN,보르도,비네암
[건어물상회] 멸치디포리 다시팩,수산물,멸치/건어물,DRIED_SEAFOOD,다시팩,건어물상회
[더리얼] 비타민 D 5000IU,조미료,가루분말,SAUCE_SEASONING,5000IU,더리얼
[린트] 스위스 클래식 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,린트
[김구원선생] 우삼겹 순두부찌개,채소/곡물류,콩/두부,SIMPLE_PROCESSED,삼겹,김구원선생
[남양] 아인슈타인 DHA 우유,유제품,우유/두유,DAIRY,우유,남양
[Kurly's] 동물복지 유정란,기타,기타,UNKNOWN,계란,Kurly's
[KF365] 한돈 깍둑 항정 구이용 (냉장),기타,기타,UNKNOWN,구이,KF365
하쿠시카 호화 준마이 다이긴죠,술,전통주,ALCOHOL,다이긴죠,하쿠시카
[경주천년한우] 1++ 한우 불고기용 (냉장),기타,기타,UNKNOWN,불고기,경주천년한우
다카라 후라노 멜론,기타,기타,UNKNOWN,멜론,다카라
[더오담] 한입 땅콩강정,기타,기타,UNKNOWN,땅콩강정,더오담
샤또 르 퓌 에밀리앙 20 (와인),술,와인,ALCOHOL,기타 주류,샤또
샴페인 드라피에,기타,기타,UNKNOWN,스파클링 와인,샴페인
[마이크고메] 화이트트러플 오일,기타,기타,UNKNOWN,오일,마이크고메
[매일] 마이 카페라떼 파르페,음료,커피/차,BEVERAGE,파르페,매일
[리터스포트] 미니 초콜릿믹스 타워 8P,간식류,초콜릿/사탕,SNACK,타워,리터스포트
[KF365] 실속 바나나,과일/견과류,과일,RAW_FRUIT,바나나,KF365
[QBB] 치즈 디저트 스트로베리,간식류,디저트/케이크,BAKERY,스트로베리,QBB
[마이디벨] 해쉬브라운 10+10,간편식,냉동식품,FROZEN_MEAL,10+10,마이디벨
[녹색한우] 한우 육포,육류/계란,소고기,RAW_MEAT,육포,녹색한우
그로브밀쇼블,술,와인,ALCOHOL,화이트 와인,
[맥심] 디카페인 커피믹스,음료,커피/차,BEVERAGE,커피믹스,맥심
[건어물상회] 국물용멸치,수산물,멸치/건어물,DRIED_SEAFOOD,국물용멸치,건어물상회
[김수사] 국산 게로 만든 게장,수산물,새우/게,RAW_SEAFOOD,게장,김수사
[루토사] 슈스트링 포테이토 프라이,간편식,냉동식품,FROZEN_MEAL,프라이,루토사
[낫띵베럴] 식후리턴,기타,기타,UNKNOWN,식후리턴,낫띵베럴
[교토퍼펙트말차] 휘낭시에,간식류,빵류,BAKERY,휘낭시에,교토퍼펙트말차
[둥구나무] 오이소박이,채소/곡물류,채소,RAW_PRODUCE,오이소박이,둥구나무
[고래주방] 우리쌀 한입 가래떡,간식류,떡,SNACK,가래떡,고래주방
산미구엘캔500,술,맥주,ALCOHOL,산미구엘캔500,
[널담] 아메리칸 쿠키,간식류,과자/스낵,SNACK,쿠키,널담
[8APM] 딥 나잇 멜라시럽,음료,주스,BEVERAGE,멜라시럽,8APM
[1901] 이베리코 베요타 하몽 슬라이스,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,하몽,1901
[동원] 그릴리 직화 델리햄,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,델리햄,동원
[VASAK] 김부각 지퍼백,기타,기타,UNKNOWN,지퍼백,VASAK
[맥널티바이오] 가볍게 비우는 푸룬 푸루룬,기타,기타,UNKNOWN,푸루룬,맥널티바이오
[리터스포트] 큐브 초콜릿 골든 에디션,간식류,초콜릿/사탕,SNACK,에디션,리터스포트
[La bocca] 레드벨벳케이크,간식류,디저트/케이크,BAKERY,레드벨벳케이크,La bocca
[김수사] 황게로 만든 게장,수산물,새우/게,RAW_SEAFOOD,게장,김수사
아이덴티티보드카베리,술,기타 주류,ALCOHOL,기타 주류,
[드시모네] 베이비 스텝2,기타,기타,UNKNOWN,스텝2,드시모네
[돈시몬] 착즙 레몬주스,음료,주스,BEVERAGE,레몬주스,돈시몬
[고메] 소바바치킨 양념 순살,육류/계란,닭고기,RAW_MEAT,소바,고메
[교토마블] 통밀 데니쉬 식빵,기타,기타,UNKNOWN,식빵,교토마블
[KF365] 청양고추,기타,기타,UNKNOWN,청양고추,KF365
[그릭오] 띠크 그릭요거트,유제품,요거트,DAIRY,그릭요거트,그릭오
[다담] 상온 양념,조미료,양념/소스,SAUCE_SEASONING,양념,다담
[KF365] 친환경 표고버섯,채소/곡물류,버섯,RAW_PRODUCE,표고버섯,KF365
하쿠시카스즈로,기타,기타,UNKNOWN,하쿠시카스즈로,
[Fage] 프루요 플레이버 그릭 요거트,유제품,요거트,DAIRY,요거트,Fage
하이네켄 케그,기타,기타,UNKNOWN,케그,하이네켄
[Project H] 제로 레몬 파운드 케이크,간식류,디저트/케이크,BAKERY,케이크,Project H
[김정환홍삼] 홍삼 쌍화,음료,주스,BEVERAGE,쌍화,김정환홍삼
[dole] 후룻볼 복숭아 팩,과일/견과류,과일,RAW_FRUIT,팩,dole
[내츄럴플러스] 기억력케어 앤 유산균,조미료,가루분말,SAUCE_SEASONING,유산균,내츄럴플러스
[신년 ] 스톨리치나야 골드,기타,기타,UNKNOWN,골드,신년
[CJ] 행복한콩 국산콩 두부 부침찌개 겸용,채소/곡물류,콩/두부,SIMPLE_PROCESSED,겸용,CJ
[둥구나무] 통들깨 묵은지 들기름지짐,조미료,식용유/기름,SAUCE_SEASONING,들기름지짐,둥구나무
[매일유업] 바이오 요거트 딸기,유제품,요거트,DAIRY,딸기,매일유업
[KF365] 생 등심 돈까스 (냉장),기타,기타,UNKNOWN,등심,KF365
[매일] 우유속에 코코아 락토프리,유제품,우유/두유,DAIRY,락토프리,매일
[농협] 아름찬 떡볶이떡,간편식,레트로트,RTC_MEAL,떡볶이,농협
[뉴믹스] 에어 오리지널맛 저당 커피 파우더 스틱,음료,커피/차,BEVERAGE,스틱,뉴믹스
[르까도드마비] 타르트 퍼플벌룬,기타,기타,UNKNOWN,퍼플벌룬,르까도드마비
[드시모네] 베이비 스텝1 박스,기타,기타,UNKNOWN,박스,드시모네
[RARE : 레어] 1++ 한우 뉴욕스트립 스테이크,간편식,밀키트,RTC_MEAL,스테이크,RARE : 레어
샴페인 모드 셀렉션,술,와인,ALCOHOL,스파클링 와인,샴페인
[마정기름집] 프리미엄 국산 햇참기름,조미료,식용유/기름,SAUCE_SEASONING,참기름,마정기름집
[남도2대명가] 색색 하루해초 샐러드,기타,기타,UNKNOWN,샐러드,남도2대명가
[La bocca] 부쉬드노엘,기타,기타,UNKNOWN,부쉬드노엘,La bocca
[넛츠앤베리스] 건블루베리,기타,기타,UNKNOWN,건블루베리,넛츠앤베리스
[그린몬스터] 다이어트 하비탈출,기타,기타,UNKNOWN,하비탈출,그린몬스터
[루토사] 벨지안 모둠 감자,채소/곡물류,채소,RAW_PRODUCE,감자,루토사
[겐츠베이커리] 쿠키 세트,간식류,과자/스낵,SNACK,세트,겐츠베이커리
[로카] 네덜란드 전통 치즈 크래커,간식류,과자/스낵,SNACK,크래커,로카
올트모어21년,기타,기타,UNKNOWN,올트모어21년,
9라이브스리저브리즐링,기타,기타,UNKNOWN,화이트 와인,
아린자노그란블랑코,기타,기타,UNKNOWN,아린자노그란블랑코,
[그릭데이] 리얼카카오 그래놀라,유제품,요거트,DAIRY,그래놀라,그릭데이
메나쥬미드레드,기타,기타,UNKNOWN,메나쥬미드레드,
[네스프레소 버츄오] 코스타리카 커피 캡슐,음료,커피/차,BEVERAGE,캡슐,네스프레소 버츄오
[롯데웰푸드] 티코,기타,기타,UNKNOWN,티코,롯데웰푸드
리오하알타마르텔로,기타,기타,UNKNOWN,리오하알타마르텔로,
[땡큐장] 표고깡장 땡초장,기타,기타,UNKNOWN,땡초장,땡큐장
[26년 설] 라가불린16년,기타,기타,UNKNOWN,라가불린16년,26년 설
[피쿠알리아] 퍼스트 데이 하베스트 리미티드 에디션 피쿠알 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,피쿠알리아
[고메] 클래식 콤비네이션 피자,간편식,냉동식품,FROZEN_MEAL,피자,고메
[마즈] 엠앤엠즈 블록 아몬드,기타,기타,UNKNOWN,아몬드,마즈
[BNR17] 비에날씬 플러스,기타,기타,UNKNOWN,플러스,BNR17
글랜카담15년,기타,기타,UNKNOWN,글랜카담15년,
[매일] 소화가 잘되는 우유,유제품,우유/두유,DAIRY,우유,매일
[노블레사 델 수르] 트레디션 피쿠알 엑스트라버진 올리브오일,조미료,식용유/기름,SAUCE_SEASONING,올리브유,노블레사 델 수르
[기라델리] 스퀘어백 초콜릿,간식류,초콜릿/사탕,SNACK,초콜릿,기라델리
윌더니스하이라이버번,기타,기타,UNKNOWN,윌더니스하이라이버번,
[HBAF] 허니버터 아몬드,유제품,버터/생크림,DAIRY,아몬드,HBAF
[KF365] 한돈 부위별 대용량 가성비,육류/계란,돼지고기,RAW_MEAT,가성비,KF365
[Picard] 베샤멜 소스,조미료,양념/소스,SAUCE_SEASONING,소스,Picard
[더브레드블루] 저당 모닝빵,기타,기타,UNKNOWN,모닝빵,더브레드블루
[FELT] 오리지널 콜드브루,기타,기타,UNKNOWN,콜드브루,FELT
[SEMIWON] 왕어혈교,기타,기타,UNKNOWN,왕어혈교,SEMIWON
[김정환홍삼] 홍삼 배도라지,음료,주스,BEVERAGE,배도라지,김정환홍삼
집집락샤도네이,술,와인,ALCOHOL,화이트 와인,
[그로서리서울] 찰보리 흑미 곤약밥,기타,기타,UNKNOWN,곤약밥,그로서리서울
[레스토랑 알렌 Allen] 라구 에그 생면 파스타,간편식,밀키트,RTC_MEAL,파스타,레스토랑 알렌 Allen
[KF365] 도톰 한돈 동그랑땡 (냉동),육류/계란,돼지고기,RAW_MEAT,냉동 동그랑땡,KF365
[김소영 아티장의 안단테] 포인트 레이스 토마,기타,기타,UNKNOWN,토마,김소영 아티장의 안단테
[MD's pick] 고당도 삼색 과일세트,과일/견과류,과일,RAW_FRUIT,과일세트,MD's pick
[룰루맘] 우리아이 맑은습관 도라지배,기타,기타,UNKNOWN,도라지배,룰루맘
[도드람한돈] 도깨비살(앞다리) 구이용 (냉장),육류/계란,돼지고기,RAW_MEAT,구이,도드람한돈
[ORGA] 검정콩 모닝빵,기타,기타,UNKNOWN,모닝빵,ORGA
[Biscuiterie de Provence]아몬드&밤 케이크,간식류,디저트/케이크,BAKERY,케이크,Biscuiterie de Provence
[로우슈가랩] 프로틴 단백질 쉐이크,조미료,가루분말,SAUCE_SEASONING,쉐이크,로우슈가랩
[마마리] 우리쌀 떡국,기타,기타,UNKNOWN,떡국,마마리
[Dole] 그린 파파야,채소/곡물류,채소,RAW_PRODUCE,파파야,Dole
[돌아와요부산어묵] 땡초봉 어묵,기타,기타,UNKNOWN,어묵,돌아와요부산어묵
[KF365] 한돈 가브리살 (수육 구이용),육류/계란,돼지고기,RAW_MEAT,가브리살,KF365
몬테네그로,기타,기타,UNKNOWN,몬테네그로,
메종아이스뀌베로제,기타,기타,UNKNOWN,스파클링 와인,
[도리깨침] 도토리묵 무침,기타,기타,UNKNOWN,무침,도리깨침
[ardo] 냉동브로콜리,기타,기타,UNKNOWN,냉동브로콜리,ardo
[더플랜] 목련 어묵탕,기타,기타,UNKNOWN,어묵탕,더플랜
[마마리] 소고기 무국,육류/계란,소고기,RAW_MEAT,무국,마마리
[램테이블] 호주산 바질 양꼬치,기타,기타,UNKNOWN,양꼬치,램테이블
[룩트] 아이슬란딕 요거트,유제품,요거트,DAIRY,요거트,룩트
[고메공방] 계란빵,육류/계란,계란,RAW_MEAT,계란,고메공방
[마이셰프] 한우 소고기 무국,육류/계란,소고기,RAW_MEAT,무국,마이셰프
[Kim's butcher] 호주산 소고기 샤브샤브(냉동),육류/계란,소고기,RAW_MEAT,냉동 샤브샤브,Kim's butcher
[25-26 햇올리브][까사스 디 후알도] 피쿠알 엑스트라버진,조미료,식용유/기름,SAUCE_SEASONING,올리브유,25-26 햇올리브
[더오담] 한입 현미 강정,기타,기타,UNKNOWN,강정,더오담
[광동생활건강] 배도라지쌍화스틱,기타,기타,UNKNOWN,배도라지쌍화스틱,광동생활건강
[CU픽업] 스카이 750,기타,기타,UNKNOWN,750,CU픽업
[둥구나무] 산채나물 비빔밥,채소/곡물류,채소,RAW_PRODUCE,비빔밥,둥구나무
