product_name,category_large,category_medium,item_type,grocery_item_name,brand_name,processed_grocery_item_name,is_augmented
[엄마의정성] 구수해 누룽지 2종 (국내산),간식류,과자/스낵,SNACK,누룽지,엄마의정성,누룽지,0
"국내산 감자, 1kg, 1개 4,890원 (100g당 489원) 내일(일) 새벽 도착 보장 4.5 (350333) 최대 245원 적립",채소/곡물류,채소,RAW_PRODUCE,감자,,감자,0
[메디웰] 구수한 누룽지맛 200mL 18개입,미등록 카테고리,기타,UNKNOWN,기타,메디웰,기타,0
[뉴오리진] A2 멸균우유(200mL X 6개입),유제품,우유/두유,DAIRY,우유,뉴오리진,우유,0
[KF365] 1+등급 무항생제 특란 10구,육류/계란,계란,RAW_MEAT,계란,KF365,계란,0
"냠냠바다 미역줄기, 1개, 1kg 4,280원 (100g당 428원) 내일(일) 새벽 도착 보장 4.5 (172) 최대 193원 적립",수산물,미역/다시마,DRIED_SEAFOOD,미역줄기,냠냠바다,미역,0
[하림] 닭한마리 칼국수 밀키트,간편식,밀키트,RTC_MEAL,밀키트,하림,밀키트,0
"이더스 바삭한 고구마스틱, 3개, 300g 15,000원 (10g당 167원) 내일(일) 도착 보장 4.5 (1066) 최대 750원 적립",간식류,과자/스낵,SNACK,고구마 스틱,이더스,고구마칩,0
[웨스턴베이글] 100% 통밀 화덕 베이글 85gX4개입,간식류,빵류,BAKERY,베이글,웨스턴베이글,베이글,0
"맥심 아이스 커피믹스, 13g, 110개입, 1개 20,550원 (10g당 144원) 내일(일) 도착 보장 5 (22420) 최대 1,028원 적립",음료,커피/차,BEVERAGE,커피믹스,맥심,커피믹스,0
"한끼통살 오븐 순살 닭다리 간장닭꼬치맛 (냉동), 100g, 5개 16,340원 (100g당 3,268원) 내일(일) 새벽 도착 보장 5 (598) 최대 817원 적립",간편식,레트로트,RTC_MEAL,레트로트,한끼통살,레트로트,0
[숭의가든] 옛날 소 불고기,간편식,레트로트,RTC_MEAL,레트로트,숭의가든,레트로트,0
"카누 돌체 라떼 커피믹스, 17.3g, 24개입, 1개 11,280원 (10g당 272원) 내일(일) 도착 보장 5 (31778) 최대 564원 적립",음료,커피/차,BEVERAGE,커피믹스,카누,커피믹스,0
[더본푸드] 놀부가 반해버린 쌀뻥 (2개입 박스),간식류,과자/스낵,SNACK,쌀뻥,더본푸드,강정/한과,0
[카르보넬] 엑스트라 버진 올리브 오일 스프레이 200mL,조미료,식용유/기름,SAUCE_SEASONING,올리브오일,카르보넬,올리브오일,0
"곰곰 맥반석 구운란, 60구, 1개 22,310원 (1구당 372원) 내일(일) 새벽 도착 보장 4.5 (143683) 최대 1,115원 적립",육류/계란,계란,RAW_MEAT,구운란,곰곰,구운란,0
[바름팜] 친환경 양파 1kg,채소/곡물류,채소,RAW_PRODUCE,양파,바름팜,양파,0
[본마망] 땅콩 스프레드 2종 (택1),상온식품,잼/스프레드,SAUCE_SEASONING,땅콩 스프레드,본마망,땅콩버터,0
"국내산 유기농 브로콜리, 1개입, 1개 4,200원 (1개당 4,200원) 내일(일) 새벽 도착 보장 5 (4742) 최대 210원 적립",채소/곡물류,채소,RAW_PRODUCE,브로콜리,,브로콜리,0
[브레댄코] 시그니처 티라미수케이크 500g,간식류,디저트/케이크,BAKERY,티라미수,브레댄코,케이크,0
[바다원] 칼맞은 오징어 100g,수산물,멸치/건어물,DRIED_SEAFOOD,건오징어,바다원,건오징어,0
"조인 무항생제 백색대란, 30구, 1개 8,690원 (1구당 290원) 내일(일) 새벽 도착 보장 5 (94581) 최대 435원 적립",육류/계란,계란,RAW_MEAT,계란,조인,계란,0
"인우 더맛나 파김치, 1kg, 1개 12,400원 (100g당 1,240원) 내일(일) 새벽 도착 보장 4.5 (10712) 최대 600원 적립",간편식,반찬류,SIMPLE_PROCESSED,파김치,인우 더맛나,파김치,0
[몬]현미월남쌈 200g,간편식,반찬류,SIMPLE_PROCESSED,월남쌈,몬,기타 반찬류,0
[비비고] 호두연근조림 90g,간편식,반찬류,SIMPLE_PROCESSED,연근조림,비비고,기타 반찬류,0
"르사프 드라이 이스트, 500g, 1개 할인4%7,460원 7,160원 (100g당 1,432원) 내일(일) 도착 보장 5 (8469) 최대 358원 적립",조미료,가루분말,SAUCE_SEASONING,이스트,르사프,이스트,0
[도시곳간] 들기름묵은지볶음,간편식,반찬류,SIMPLE_PROCESSED,묵은지 볶음,도시곳간,기타 반찬류,0
[청정원] 조청 쌀엿 700g,조미료,양념/소스,SAUCE_SEASONING,쌀엿,청정원,물엿,0
제주 은갈치 320g (냉동),수산물,생선,RAW_SEAFOOD,갈치,,갈치,0
[선물세트] 올리타리아 엑스트라 버진 올리브오일 & 발사믹 세트,조미료,식용유/기름,SAUCE_SEASONING,올리브오일,올리타리아,올리브오일,0
"오뚜기 고소한 참기름, 500ml, 1개 2%13,980원 13,610원 (10ml당 272원) 내일(일) 도착 보장 5 (25700) 최대 680원 적립",조미료,식용유/기름,SAUCE_SEASONING,참기름,오뚜기,참기름,0
"제주도 친환경 무, 1개입, 1개 2,750원 (1개당 2,750원) 내일(일) 새벽 도착 보장 4.5 (2215) 최대 138원 적립",채소/곡물류,채소,RAW_PRODUCE,무,제주도,무,0
"친환경 감자, 800g, 2개 8,530원 (100g당 533원) 내일(일) 새벽 도착 보장 4.5 (14517) 최대 426원 적립",채소/곡물류,채소,RAW_PRODUCE,감자,친환경,감자,0
[이어수산] 8단계 선별한 볶음용 멸치 300g,수산물,멸치/건어물,DRIED_SEAFOOD,멸치,이어수산,멸치,0
[하루한킷] 고기 듬뿍 마파두부,간편식,레트로트,RTC_MEAL,레트로트,하루한킷,레트로트,0
[딥트 3일] 애플맛 번 (15일분),미등록 카테고리,기타,UNKNOWN,기타,딥트 3일,기타,0
[면사랑] 치즈가득 통모짜 파스타 2종 (택1),간편식,레트로트,RTC_MEAL,레트로트,면사랑,레트로트,0
[진실된손맛] 뼈없는 인삼 갈비탕,간편식,레트로트,RTC_MEAL,레트로트,진실된손맛,레트로트,0
[홈메이드 피자] 화덕피자도우 8인치,간편식,냉동식품,FROZEN_MEAL,냉동 피자,홈메이드 피자,냉동 피자,0
[진미] 우리쌀 된장 2종 (글루텐 프리),조미료,양념/소스,SAUCE_SEASONING,된장,진미,된장,0
[슈퍼키친] 쉬림프바질파스타,간편식,밀키트,RTC_MEAL,밀키트,슈퍼키친,밀키트,0
[더건강한] 베이컨90g*2,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,베이컨,더건강한,베이컨,0
[메디슨벨] 마시는 샐러드 14포,미등록 카테고리,기타,UNKNOWN,기타,메디슨벨,기타,0
[PPUL] 1++(9) 한우 화로 등심 구이용 150g (냉장),육류/계란,소고기,RAW_MEAT,소 등심,PPUL,소 등심,0
[에버콜라겐] 블랙 선물세트(56일분),미등록 카테고리,기타,UNKNOWN,기타,에버콜라겐,기타,0
[커피화] 캡슐 커피 5g X 9개입 2종(택1),음료,커피/차,BEVERAGE,커피캡슐,커피화,커피캡슐,0
[미미네] 서울 판밀떡볶이,간편식,밀키트,RTC_MEAL,밀키트,미미네,밀키트,0
"미원 맛소금, 1kg, 1개 4,120원 (100g당 412원) 내일(일) 새벽 도착 보장 5 (2742) 최대 206원 적립",조미료,조미료,SAUCE_SEASONING,맛소금,미원,맛소금,0
[비비고] 총각김치 900g,간편식,반찬류,SIMPLE_PROCESSED,총각김치,비비고,총각김치,0
[홈앤키즈] 맛밤 50g,간식류,과자/스낵,SNACK,맛밤,홈앤키즈,기타 과자/스낵,0
"맑은물에 촌두부, 550g, 1개 1,750원 (100g당 318원) 내일(일) 새벽 도착 보장 5 (33176) 최대 88원 적립",채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,맑은물에,두부,0
[서울미나리] 뚝배기 알곤이찜,간편식,밀키트,RTC_MEAL,밀키트,서울미나리,밀키트,0
[양산도] 나고야식 양념민물장어,간편식,레트로트,RTC_MEAL,레트로트,양산도,레트로트,0
[맑은물에] 촌두부 550g,채소/곡물류,콩/두부,SIMPLE_PROCESSED,두부,맑은물에,두부,0
[KF365] 깐 계란 700g,육류/계란,계란,RAW_MEAT,계란,KF365,계란,0
고수 50g,조미료,향신료/허브,SAUCE_SEASONING,고수,,고수,0
[효탄] 고등어 초절임 (시메사바) 120g (냉장),간편식,반찬류,SIMPLE_PROCESSED,시메사바,효탄,기타 반찬류,0
[버크셔세상] 저탄소 인증 버크셔K 흑돼지 앞다리살 400g,육류/계란,돼지고기,RAW_MEAT,돼지 앞다리살,버크셔세상,앞다리살,0
[25-26 햇올리브][르구떼] 에코 나이트 엑스트라버진 오일 500mL,조미료,식용유/기름,SAUCE_SEASONING,올리브오일,르구떼,올리브오일,0
[르까도드마비] 프리미에 쇼콜라 (8개입),간식류,디저트/케이크,BAKERY,쇼콜라,르까도드마비,케이크,0
[오뗄블랙라벨] 추억의 비엔나 소시지 800g,육류/계란,가공육(햄/소시지),PROCESSED_MEAT,비엔나 소시지,오뗄블랙라벨,비엔나 소세지,0
[대천김] 곱창 도시락김 5g X 12봉,상온식품,김/자반,DRIED_SEAFOOD,김,대천김,김,0
"17차 몸이 가벼워지는 시간, 1.5g, 80개입, 1개 6,550원 (10g당 546원) 내일(일) 도착 보장 5 (9882) 최대 328원 적립",음료,커피/차,BEVERAGE,17차,,곡물차,0
[슈퍼키친] 사천식마파두부덮밥소스,조미료,양념/소스,SAUCE_SEASONING,마파두부 소스,슈퍼키친,기타 소스,0
"청은에프엔비 들깨가루, 200g, 1개 3,470원 (100g당 1,735원) 내일(일) 도착 보장 4.5 (6225) 최대 174원 적립",조미료,가루분말,SAUCE_SEASONING,들깨가루,청은에프엔비,들깨가루,0
"주부구단 목우촌 비엔나 소시지, 700g, 1개 10%11,980원 10,670원 (10g당 152원) 내일(일) 새벽 도착 보장 5 (85121) 최대 534원 적립",육류/계란,가공육(햄/소시지),PROCESSED_MEAT,비엔나 소시지,주부구단,비엔나 소세지,0
[브로드카세] 단백질을 더한 저당 통밀빵 2종 (택1),간식류,빵류,BAKERY,통밀빵,브로드카세,기타 빵류,0
[횡성축협한우] 1등급 한우 차돌박이 200g,육류/계란,소고기,RAW_MEAT,차돌박이,횡성축협한우,차돌박이,0
[바름팜] 친환경 채소믹스 샐러드 500g(250g*2봉),간편식,샐러드팩,RTC_MEAL,샐러드,바름팜,샐러드,0
[햇반] 라이스플랜 현미귀리 곤약밥 150g*24입,간편식,즉석밥,INSTANT,즉석밥 곤약,햇반,즉석밥,0
[홍루이젠] 스위트 아몬드 샌드 3개입,간식류,디저트/케이크,BAKERY,샌드,홍루이젠,기타 디저트/케이크,0
[비비드키친] 저당 굴소스,조미료,양념/소스,SAUCE_SEASONING,굴소스,비비드키친,굴소스,0
"곰곰 국내산 백김치, 1kg, 1개 7,490원 (100g당 749원) 내일(일) 새벽 도착 보장 4.5 (6695) 최대 375원 적립",간편식,반찬류,SIMPLE_PROCESSED,백김치,곰곰,백김치,0
[오설록] 피치 블랙티 티백 (1.5g X 20개),음료,커피/차,BEVERAGE,티백,오설록,티백,0
[마니커에프앤지] 치킨텐더 플러스 450g,간편식,냉동식품,FROZEN_MEAL,치킨텐더,마니커에프앤지,냉동 치킨,0
"백설 맛술 생강, 500ml, 1개 19%3,080원 2,480원 (10ml당 50원) 내일(일) 도착 보장 5 (15248) 최대 124원 적립",조미료,양념/소스,SAUCE_SEASONING,맛술,백설,맛술,0
[풀무원] 국산 다진생강 튜브 80g,조미료,향신료/허브,SAUCE_SEASONING,다진 생강,풀무원,다진 생강,0
[LOTS OF LOVE] 풍미듬뿍 명란 시래기 볶음밥,간편식,레트로트,RTC_MEAL,레트로트,LOTS OF LOVE,레트로트,0
"백설 자일로스 설탕, 2kg, 1개 16%9,180원 7,670원 (100g당 384원) 내일(일) 도착 보장 5 (19545) 최대 384원 적립",조미료,조미료,SAUCE_SEASONING,자일로스 설탕,백설,설탕,0
[CU 픽업] 헤븐즈더블배럴,술,기타 주류,ALCOHOL,위스키,,위스키,0
[룩트] 스프레드 버터 90g 4종 (택1),유제품,버터/생크림,DAIRY,버터,룩트,버터,0
"안옥남 부드러운 간편 참미역, 100g, 1개 4,800원 (100g당 4,800원) 내일(일) 도착 보장 5 (1088) 최대 240원 적립",수산물,미역/다시마,DRIED_SEAFOOD,미역,안옥남,미역,0
[황진선의 진진] 흑후추 소고기 볶음,간편식,밀키트,RTC_MEAL,밀키트,황진선의 진진,밀키트,0
유기농 찹쌀 4kg,채소/곡물류,쌀/잡곡,GRAIN,찹쌀,유기농,찹쌀,0
[면사랑] 간편한 전통 한식잡채 305g *2개입,간편식,반찬류,SIMPLE_PROCESSED,잡채,면사랑,기타 반찬류,0
[바비엔] 낙지 볶음 2종 (택1),간편식,레트로트,RTC_MEAL,레트로트,바비엔,레트로트,0
"완도맘 생전복 (냉동), 1개, 275g(5마리) 8,890원 (100g당 3,233원) 내일(일) 새벽 도착 보장 5 (38) 최대 400원 적립",수산물,조개/전복,RAW_SEAFOOD,전복,완도맘,전복,0
[선데이잼] 오렌지 살구잼 230g,상온식품,잼/스프레드,SAUCE_SEASONING,살구잼,선데이잼,기타 잼/스프레드,0
"녹차로 씻어낸 국산 멍게 (냉장), 120g, 1개 5,490원 (100g당 4,575원) 내일(일) 새벽 도착 보장 4.5 (2479) 최대 275원 적립",수산물,조개/전복,RAW_SEAFOOD,멍게,,멍게,0
[뽀로로] DIY 하와이안 피자만들기,간편식,밀키트,RTC_MEAL,밀키트,,밀키트,0
"덴마크 하이 요구르트, 750ml, 1개입, 1개 2,680원 (10ml당 36원) 내일(일) 새벽 도착 보장 5 (1125) 최대 134원 적립",유제품,요거트,DAIRY,요구르트,덴마크,요구르트,0
"오징어짬뽕 124g, 15개 13,500원 (1개당 900원) 내일(일) 도착 보장 5 (58304) 최대 675원 적립",간편식,라면,INSTANT,오징어 짬뽕,농심,짬뽕라면,0
[조선호텔김치] 알타리김치 1kg,간편식,반찬류,SIMPLE_PROCESSED,알타리김치,조선호텔김치,총각김치,0
[바름팜] 적양파 800g,채소/곡물류,채소,RAW_PRODUCE,적양파,바름팜,양파,0
"곰곰 데일리 우유, 900ml, 6개 10,200원 (100ml당 189원) 내일(일) 새벽 도착 보장 5 (5010) 최대 510원 적립",유제품,우유/두유,DAIRY,우유,곰곰,우유,0
[동광젓갈] 비빔오징어젓,간편식,반찬류,SIMPLE_PROCESSED,오징어젓갈,동광젓갈,오징어젓,0
[선물세트] [Dole] 해금 골드키위 세트 (16입 / 2.1kg),과일/견과류,과일,RAW_FRUIT,키위,Dole,과일 묶음,0
"그랑물린데파리스 프랑스 밀가루 트레디션 T65, 2개, 1kg 8,700원 (100g당 435원) 내일(일) 도착 보장 5 (154) 최대 435원 적립",조미료,가루분말,SAUCE_SEASONING,밀가루,그랑물린데파리스,밀가루,0
"3549. 아몬드(분말95%) - 풀그린 1kg, 1개 9,950원 (100g당 995원) 2/10(화) 도착 예정 5 (3618) 최대 498원 적립",조미료,가루분말,SAUCE_SEASONING,아몬드 분말,풀그린,아몬드 가루,0
무항생제 1등급 한돈 벌집 오겹살(미박) 300g,육류/계란,돼지고기,RAW_MEAT,오겹살,,오겹살,0
"여왕의만찬 삼광미 우리쌀 백미, 특등급, 10kg, 1개 18%43,900원 35,900원 (100g당 359원) 내일(일) 도착 보장 4.5 (214096) 최대 1,795원 적립",채소/곡물류,쌀/잡곡,GRAIN,쌀,여왕의만찬,쌀,0
[롯데웰푸드] 저당 엔제리너스 아이스크림 2종 (택1),간식류,디저트/케이크,BAKERY,아이스크림,롯데,아이스크림,0
[김규흔 한과] 참깨방정 100g,간식류,과자/스낵,SNACK,강정,김규흔 한과,강정/한과,0
[리터스포트] 컬러풀 버라이어티 초콜릿 6종 (택1),간식류,초콜릿/사탕,SNACK,초콜릿,리터스포트,초콜릿,0
[면사랑] 베이컨크림스파게티 용기면 330g*3개입,간편식,레트로트,RTC_MEAL,레트로트,면사랑,레트로트,0
[광천김] 곱창돌김 5g X 16봉,상온식품,김/자반,DRIED_SEAFOOD,김,광천김,김,0
"컬러푸드 볶은 현미, 300g, 1개 4,600원 (100g당 1,533원) 내일(일) 도착 보장 5 (1259) 최대 230원 적립",채소/곡물류,쌀/잡곡,GRAIN,현미,컬러푸드,현미,0
"백설 참치액 진, 900g, 1개 56%12,980원 5,650원 (10g당 63원) 내일(일) 도착 보장 5 (4811) 최대 283원 적립",조미료,조미료,SAUCE_SEASONING,참치액,백설,액젓,0
[미식당] 등심 돈카츠 180g * 2입 (소스포함),간편식,냉동식품,FROZEN_MEAL,냉동 돈까스,미식당,냉동 돈까스,0
[라빈리커픽업] 닷사이 준마이 다이긴죠 45 (사케),술,기타 주류,ALCOHOL,사케,라빈리커픽업,사케,0
[니씬] 민트소금사탕 77g,간식류,초콜릿/사탕,SNACK,민트 소금사탕,니씬,사탕(캔디),0
[선물세트] [MPARK] 블랙라벨 고당도 오렌지 3kg (9입),과일/견과류,과일,RAW_FRUIT,오렌지,MPARK,과일 묶음,0
[마즈] 엠앤엠즈 230g 2종 (택1),간식류,초콜릿/사탕,SNACK,엠엔엠즈,마즈,초콜릿,0
[하림] 누룽지 닭백숙,간편식,밀키트,RTC_MEAL,밀키트,하림,밀키트,0
[하이포크] 그때 그 뒷고기 뽈항정살 500g (냉동),육류/계란,돼지고기,RAW_MEAT,뒷고기,하이포크,기타 돼지고기,0
"소화가잘되는우유 오리지널, 190ml, 48개 35,360원 (100ml당 388원) 내일(일) 도착 보장 5 (162165) 최대 1,768원 적립",유제품,우유/두유,DAIRY,우유,오리지널,우유,0
[김구원선생] 국산 사각 유부초밥 164g,간편식,밀키트,RTC_MEAL,밀키트,김구원선생,밀키트,0
"파워오투 오렌지레몬, 500ml, 6개 7,130원 (100ml당 238원) 내일(일) 도착 보장 5 (17710) 최대 356원 적립",음료,주스,BEVERAGE,파워오투,파워오투,기타 주스,0
[정미소] 비단쌀 4kg,채소/곡물류,쌀/잡곡,GRAIN,쌀,정미소,쌀,0
[오뚜기] 라이트 슈가 자두잼 290g,상온식품,잼/스프레드,SAUCE_SEASONING,자두잼,오뚜기,기타 잼/스프레드,0
[바다해] 실속형 황태채 250g,수산물,멸치/건어물,DRIED_SEAFOOD,황태,바다해,황태,0
[CU 픽업] 배비치블랙 소비뇽블랑,술,와인,ALCOHOL,화이트 와인,,화이트 와인,0
[그레타] 허브 크래커 2종 (택1),간식류,과자/스낵,SNACK,크래커,그레타,크래커,0
"선진포크한돈 삼겹살 1등급 이상 (냉장), 300g, 1개 10,450원 (100g당 3,483원) 내일(일) 새벽 도착 보장 4.5 (19088) 최대 523원 적립",육류/계란,돼지고기,RAW_MEAT,삼겹살,선진포,삼겹살,0
"자연애찬 동물복지 무항생제 백색 유정란, 30구, 1개 14,900원 (1구당 497원) 내일(일) 새벽 도착 보장 4.5 (7150) 최대 745원 적립",육류/계란,계란,RAW_MEAT,계란,자연애찬,계란,0
[눈꽃달콤] 스노우 큐브고구마(100g*6입) 2종,간식류,과자/스낵,SNACK,고구마 큐브,눈꽃달콤,고구마칩,0
[제로브레드] 저당 호밀 식빵 500g,간식류,빵류,BAKERY,식빵,제로브레드,식빵,0
[존쿡 델리미트] 통베이컨 (2개입),육류/계란,가공육(햄/소시지),PROCESSED_MEAT,베이컨,존쿡 델리미트,베이컨,0
[선물세트] [정미소]특별재배미 오곡세트 4kg (14분도),채소/곡물류,쌀/잡곡,GRAIN,잡곡,정미소,잡곡,0
[샘표] 쌀소면 800g,채소/곡물류,면류,GRAIN,소면,샘표,소면,0
[선물세트] 그라놀로지 그래놀라 2호(150g X 3종),상온식품,시리얼,GRAIN,그래놀라,그라놀로지,그래놀라,0
[ardo] 냉동 완두콩 400g,채소/곡물류,콩/두부,SIMPLE_PROCESSED,완두콩,ardo,콩,0
[누테이블] 에그샐러드,간편식,샐러드팩,RTC_MEAL,에그샐러드,누테이블,샐러드,0
"갈아만든배, 238ml, 12개 4%8,400원 8,000원 (100ml당 280원) 내일(일) 새벽 도착 보장 5 (2978) 최대 400원 적립",음료,주스,BEVERAGE,갈아만든 배,해태,기타 주스,0
[슈퍼키친] 들기름묵은지볶음,간편식,반찬류,SIMPLE_PROCESSED,묵은지 볶음,슈퍼키친,기타 반찬류,0
[파미고] 엑스트라 버진 올리브 오일 500mL,조미료,식용유/기름,SAUCE_SEASONING,올리브오일,파미고,올리브오일,0
"하림 용가리 치킨 (냉동), 450g, 1개 7,920원 (100g당 1,760원) 내일(일) 새벽 도착 보장 5 (51710) 최대 396원 적립",간편식,냉동식품,FROZEN_MEAL,용가리치킨,하림,냉동 치킨,0
[상하농원] 수제 스트링 치즈 50g,유제품,치즈,DAIRY,스트링 치즈,상하농원,스트링 치즈,0
[필라델피아] 치즈케익 2종 794g (택1),간식류,디저트/케이크,BAKERY,치즈 케이크,필라델피아,치즈케이크,0
[페이장브레통] 르 블루 도베르뉴 치즈 125g,유제품,치즈,DAIRY,블루 치즈,페이장브레통,블루 치즈,0
[존쿡 델리미트] 슈바인학센 650g (냉동),육류/계란,가공육(햄/소시지),PROCESSED_MEAT,슈바인학센,존쿡 델리미트,기타 가공육(햄/소시지),0
[제일맞게컬리] 매일 맛있는 총각김치 1kg,간편식,반찬류,SIMPLE_PROCESSED,총각김치,제일맞게컬리,총각김치,0
[알랭밀리아] 딸기잼 300g,상온식품,잼/스프레드,SAUCE_SEASONING,딸기잼,알랭밀리아,딸기잼,0
[더 트러플베이커리] 티슈 브레드 140g,간식류,빵류,BAKERY,티슈 브레드,더 트러플베이커리,기타 빵류,0
[라르사] 스페인 유산균 버터 250g 2종 (택1),유제품,버터/생크림,DAIRY,버터,라르사,버터,0
"베베쿡 처음 먹는 배도라지 유아 음료, 100ml, 20개 20%25,000원 20,000원 (100ml당 1,000원) 내일(일) 도착 보장 5 (14054) 최대 850원 적립",미등록 카테고리,기타,UNKNOWN,기타,베베쿡,기타,0
[한끼통살] 빠삭 콰삭 닭가슴살 380g(냉동),육류/계란,닭고기,RAW_MEAT,닭가슴살,한끼통살,닭가슴살,0
[선물세트] 나주 신고배 세트 4.5kg(6~7입),과일/견과류,과일,RAW_FRUIT,배,,과일 묶음,0
"한음미가 2025년산 햅쌀 우리쌀 백미, 상등급, 5kg, 1개 18,900원 (100g당 378원) 내일(일) 도착 보장 4.5 (30827) 최대 945원 적립",채소/곡물류,쌀/잡곡,GRAIN,쌀,한음미가,쌀,0
[GB 오늘낳은계란] 1+등급 무항생제 특란 20구,육류/계란,계란,RAW_MEAT,계란,GB 오늘낳은계란,계란,0
"맥심 오리지날 커피, 300g, 1개입, 1개 15,340원 (10g당 511원) 내일(일) 도착 보장 5 (32680) 최대 767원 적립",음료,커피/차,BEVERAGE,커피믹스,맥심,커피믹스,0
[하남돼지집] 철판삼겹살마무리볶음밥 4입,간편식,레트로트,RTC_MEAL,레트로트,하남돼지집,레트로트,0
[형제닭발] 국물 무뼈 닭발,간편식,레트로트,RTC_MEAL,레트로트,형제닭발,레트로트,0
[메이지] 블록 초콜릿 3종 (택1),간식류,초콜릿/사탕,SNACK,초콜릿,메이지,초콜릿,0
"아치카페 코코넛 카푸치노 커피, 20g, 50개입, 1개 17,890원 (10g당 179원) 내일(일) 도착 보장 5 (4171) 최대 895원 적립",음료,커피/차,BEVERAGE,카푸치노,아치카페,기타 음료(차),0
"비비고 물만두 (냉동), 315g, 1개 30%7,480원 5,230원 (100g당 1,660원) 내일(일) 새벽 도착 보장 5 (49416) 최대 261원 적립",간편식,냉동식품,FROZEN_MEAL,냉동 만두,비비고,냉동 만두,0
[알리안자] 아보카도 오일 1L,조미료,식용유/기름,SAUCE_SEASONING,아보카도 오일,알리안자,아보카도 오일,0
[베키아에누보] 수크레 크레이프케이크 950g,간식류,디저트/케이크,BAKERY,크레이프 케이크,베키아에누보,케이크,0
[낫띵베럴] 드링킷 유기농 팥물 24포,미등록 카테고리,기타,UNKNOWN,기타,낫띵베럴,기타,0
"카누 더블샷 라떼 커피믹스 스틱, 13.5g, 30개입, 2개 23,480원 (10g당 290원) 내일(일) 도착 보장 5 (41605) 최대 1,174원 적립",음료,커피/차,BEVERAGE,커피믹스,카누 ,커피믹스,0
[종가] 총각김치 2.3kg,간편식,반찬류,SIMPLE_PROCESSED,총각김치,종가,총각김치,0
[제각각] 호박고구마 3kg,채소/곡물류,채소,RAW_PRODUCE,호박고구마,제각각,고구마,0
[스타벅스] 인스턴트 커피 카페 모먼트 4종 (택1),음료,커피/차,BEVERAGE,커피,스타벅스,커피,0
"곰곰 냉동 양파슬라이스, 500g, 2개 5,430원 (100g당 543원) 내일(일) 새벽 도착 보장 5 (11831) 최대 271원 적립",채소/곡물류,채소,RAW_PRODUCE,양파,곰곰,양파,0
"매일우유 오리지널, 900ml, 6개 16,310원 (100ml당 302원) 내일(일) 새벽 도착 보장 5 (239435) 최대 815원 적립",유제품,우유/두유,DAIRY,우유,매일우유,우유,0
[풀무원] 95% 다진와사비 80g (냉장),채소/곡물류,채소,RAW_PRODUCE,와사비,풀무원,와사비,0
[펠리체티] 유기농 파스타면 4종 (택1),채소/곡물류,면류,GRAIN,파스타면,펠리체티,파스타면,0
[오가닉밸리] 미국 유기농 버터 454g 2종 (택1),유제품,버터/생크림,DAIRY,버터,오가닉밸리,버터,0
[오마뎅] 풍년방앗간 떡꼬치,간편식,밀키트,RTC_MEAL,밀키트,오마뎅,밀키트,0
[둥구나무] 깻잎순들깨볶음,간편식,반찬류,SIMPLE_PROCESSED,깻잎순 들깨볶음,둥구나무,기타 반찬류,0
"금자네 맛김치, 1kg, 1개 7,900원 (100g당 790원) 내일(일) 새벽 도착 보장 4.5 (7294) 최대 395원 적립",간편식,반찬류,SIMPLE_PROCESSED,배추김치,금자네,배추김치,0
"국내산 친환경 절단무, 400g, 1개, 2개 3,860원 (100g당 483원) 내일(일) 새벽 도착 보장 4.5 (18961) 최대 193원 적립",채소/곡물류,채소,RAW_PRODUCE,무,,무,0
"곰곰 낙지젓, 250g, 1개 6,940원 (10g당 278원) 내일(일) 새벽 도착 보장 4.5 (18813) 최대 347원 적립",간편식,반찬류,SIMPLE_PROCESSED,낙지젓갈,곰곰,젓갈,0
[훕훕베이글] 유기농 베이글 4종 (택1),간식류,빵류,BAKERY,베이글,훕훕베이글,베이글,0
[프레지덩] 스프레더블 치즈 140g,유제품,치즈,DAIRY,치즈,프레지덩,기타 치즈,0
"하리보 골드베렌 젤리 93개입, 1kg, 1개 20%15,900원 12,580원 (10g당 126원) 내일(일) 도착 보장 5 (130457) 최대 629원 적립",간식류,초콜릿/사탕,SNACK,젤리,하리보,젤리,0
"양념 칼집 돼지 왕구이, 1kg, 1개 17%16,000원 13,280원 (100g당 1,328원) 내일(일) 새벽 도착 보장 4.5 (1159) 최대 664원 적립",육류/계란,돼지고기,RAW_MEAT,돼지갈비,양념 ,돼지갈비,0
[매일] 소화가 잘되는 우유 930mL 2종(택 1),유제품,우유/두유,DAIRY,우유,매일,우유,0
"담터 메밀차, 1.5g, 150개입, 2개 16,700원 (10g당 371원) 내일(일) 도착 보장 5 (22100) 최대 835원 적립",음료,커피/차,BEVERAGE,메밀차,담터,기타 음료(차),0
"푸드랩플러스 부채살 시즈닝 스테이크, 200g, 1개 44%17,900원 9,900원 (100g당 4,950원) 내일(일) 새벽 도착 보장 4.5 (5820) 최대 444원 적립",간편식,밀키트,RTC_MEAL,밀키트,푸드랩,밀키트,0
[노아베이커리] 치아바타 3종 150g (택1),간식류,빵류,BAKERY,치아바타,노아베이커리,치아바타,0
[창억] 호박인절미 (50g X 10개입),간식류,떡,SNACK,인절미,창억,인절미,0
[남도우애] 무항생제 1++ 한우 채끝 구이용 200g (냉장),육류/계란,소고기,RAW_MEAT,채끝살,남도우애,채끝,0
